HOME,AWAY
CSKA Moscow / Rubin Kazan,
Nasaf Qarshi / Kokand 1912,
Gandzasar / Ararat Yerevan,
Hard / Wacker Innsbruck (Am),
Neman / Isloch Minsk,
Krupa / Sloboda,
Vlasim / Ceske Budejovice,
Kozlovice / Frydlant n. O.,
Angers / Bordeaux,
Asante Kotoko / Hearts of Oak,
Jonava / Trakai,
Braga B / U. Madeira,
Nacional / Penafiel,
CD Cova da Piedade / Santa Clara,
Academico Viseu / Academica,
FC Porto B / Gil Vicente,
Ullareds IK / Torslanda,
Brommapojkarna / Trelleborgs,
Metropolitanos / Lara,
SC Freiburg (Ger)  / Torino (Ita),
FC Minsk / BATE,
GrIFK / Ekenas,
CS U. Craiova / Astra,
Zhodino / Slutsk,
Anderlecht / Oostende,
O'Higgins / Colo Colo,
Ostrava / Slavia Prague,
Brondby / FC Copenhagen,
Debrecen / Ferencvaros,
Maccabi Tel Aviv / Netanya,
Odd / Sogndal,
Stabaek / Sandefjord,
Tromso / Molde,
Viking / Lillestrom,
Jerv / Fredrikstad,
Floro / Kongsvinger,
Strommen / Levanger,
Tromsdalen / Elverum,
Asane / Ranheim,
Sporting Cristal / Juan Aurich,
Cracovia / Lech Poznan,
Varzim / Guimaraes B,
Sp. Subotica / Partizan,
LDU Quito / Guayaquil City,
Saburtalo Tbilisi / Lokomotiv Tbilisi,
Venezia / Pordenone,
Dun. Streda / Ruzomberok,
Vorskla Poltava / Dyn. Kiev,
FK Zorya Luhansk / Olimpik Donetsk,
Yehuda / Maccabi Petah Tikva,
Mattersburg / Sturm Graz,
CSKA Sofia / Lok. Plovdiv,
Zeledon / Saprissa,
D. Zagreb / Hajduk Split,
EL Nacional / Dep. Cuenca,
Suduva / Stumbras,
Differdange / Mondorf,
Toluca / Atlas,
Aves / Sporting,
Zenit Petersburg / Spartak Moscow,
Krasnodar / Ural,
Alajuelense / Santos DG,
Besiktas / Konyaspor,
Club Brugge KV / Eupen,
Borac Banja Luka / Mladost DK,
FK Sarajevo / GOSK Gabela,
Xelaju / Malacateco,
Ujpest / Vasas,
H. Beer Sheva / Beitar Jerusalem,
Aalesund / Brann,
Concordia / FCSB,
FK Crvena zvezda / Cukaricki,
Domzale / ND Gorica,
Portland Timbers / Los Angeles Galaxy,
Alaves (Esp)  / Levante (Esp),
Garcilaso / Comerciantes Unidos,
Pisa / Frosinone,
Bournemouth (Eng)  / Napoli (Ita),
Ternana / Trapani,
Petrolero de Yacuiba / Bolivar,
Cruzeiro / Botafogo RJ,
Bahia / Sao Paulo,
Marseille / Dijon,
Sol de America / Nacional Asuncion,
Setubal / Moreirense,
Iberia / Valdivia,
Huachipato / A. Italiano,
Portuguesa / Carabobo,
Cobreloa / San Marcos de Arica,
Barranquilla / Cartagena,
Fuerza A. / Macara,
Cienciano / Alfredo Salinas,
Estudiantes Merida / La Guaira,
Dep. Cali / Patriotas,
Pereira / Bogota,
Llaneros / Popayan,
Cajamarca / U. de Deportes,
Santa Rosa / Carlos Manucci,
Remo / Confianca,
Luis Angel Firpo / Municipal Limeno,
Motagua / Real Sociedad,
Vida / Marathon,
Ocotal / Managua FC,
Willy Serrato / Huaral,
Caracas / Aragua,
Dep. Tachira / Atl. Venezuela,
FAS / Metapan,
Ponte Preta / Vasco,
Avai / Santos,
Cuiaba Esporte / Sampaio Correa,
Antofagasta / Deportes Iquique,
Cartagines / Limon,
CD Honduras / Olimpia,
Arabe Unido / Miguelito,
New York City / New York Red Bulls,
Millonarios / Junior,
Sport Rosario / Alianza Atl.,
Veracruz / Puebla,
Maranhao / Operario,
UMS de Loum / Les Astres,
Colombe Lobo / Bamboutos FC,
Helmond (Ned)  / Al Ahli Dubai (Uae),
Sofapaka / Thika Utd.,
Rathenow / Seelow,
Altludersdorf / TB Berlin,
Barcelona Atletico / Atletico Pantoja,
Gonsenheim / Jagersburg,
Szeged / Bekescsaba 1912,
PPSM Magelang / Persipur P.,
Lobi / Abia Warriors,
Kano / Plateau,
Niger Tornadoes / El Kanemi,
Wikki / Enugu Rangers,
MFM FC / Enyimba,
Ifeanyi Ubah / Nasarawa,
Haninge / Varmbols,
Sodertalje FK / Orebro Syr.,
Gute / Stromsbergs,
Skiljebo / Aspudden Tellus,
Charlotte Independ. / Louisville City,
Pittsburgh / Richmond Kickers,
Oklahoma City Energy / Real Monarchs,
Los Angeles 2 / Phoenix Rising,
Sacramento Republic / Vancouver Whitecaps 2,
Comunicaciones / Guastatoya,
Inter (Ita)  / Villarreal (Esp),
Sloga Simin Han / Metalleghe,
Comunidad Valencian U20 / Sevilla U20,
Brezice / Brda,
FC Augsburg (Ger)  / PSV (Ned),
Hamburger SV (Ger)  / Espanyol (Esp),
Marquense / Petapa,
Highlanders / Harare City,
CAPS Utd / ZPC Kariba,
Hwange / Chapungu Utd,
Alianza / San Francisco,
Streymur / Klaksvik,
NSI Runavik / TB/FCS/Royn,
Skala Itrottarfelag / 07 Vestur Sorvagur,
Vikingur / HB Torshavn,
Spal (Ita)  / Chievo (Ita),
Union La Calera / S. Morning,
Dep. Pasto / America De Cali,
PSM Makassar / Mitra Kukar,
FC Astana / Ordabasy,
T. Moscow / Chertanovo M.,
Ulyanovsk / Syzran,
Znamya Truda / Krasnogorsk,
Lok. Tashkent / Mashal Muborak,
Naftan / Din. Minsk,
Mlada Boleslav / Sparta Prague,
Galway / Dundalk,
RFS / Metta/LU,
Kaluga / Energomash Belgorod,
FC Gomel / Shakhtyor Soligorsk,
D. Bryansk / Pskov 747,
Arka Gdynia / Korona Kielce,
Sonderjyske / Aarhus,
Stromsgodset / Valerenga,
Norrkoping / AFC Eskilstuna,
Djurgarden / Malmo FF,
Trollhattan / Uddevalla,
Norrtalje / Sundbybergs,
Fenerbahce (Tur)  / Cagliari (Ita),
Feirense / Tondela,
Din. Bucuresti / Gaz Metan Medias,
Winterthur / Aarau,
Mannheim / Elversberg,
St. Pauli / SG Dynamo Dresden,
Bradford PA / Southport,
Hungerford / Weston,
Oriente Petrolero / U. Sucre,
Osijek / Rijeka,
Rio Ave / Belenenses,
San Jose / Blooming,
Real Santander / Cucuta,
Londrina / Vila Nova FC,
Recreativo Huelva (Esp)  / Cadiz CF (Esp),
Olbia / Arzachena,
Pontedera / Modena,
Andria / Bisceglie,
Siena / Gavorrano,
Genoa (Ita)  / Heerenveen (Ned),
Rah Ahan / Shahrdari Mahshahr,
Khooneh Be Khooneh / Rafsanjan,
Gol Gohar / Oxin Alborz,
Iranjavan / Mazandaran,
Naft Ahvaz / Machine Sazi,
Valencia U20 / Santos U20,
Slavia Prague U21 / Jablonec U21,
Liberec U21 / Mlada Boleslav U21,
TSV Steinbach (Ger)  / FC Koln (Ger),
BJMC / Abahani Chittagong,
Cortulua / Santa Fe,
SKA Khabarovsk / FK Anzi Makhackala,
Rubin Kazan U21 / Lokomotiv Moscow U21,
Ural U21 / Zenit Petersburg U21,
Boeung Ket / Global,
Angust Nazran / Spartak Nalchik,
Brothers U. / Rahmatgonj MFS,
FC Botosani / Poli Timisoara,
France U19 W / Netherlands U19 W,
Armavir / Dynamo Stavropol,
Amkar / Ufa,
Hodonin / Vitkovice,
Maritimo / Ferreira,
FC Viitorul / Voluntari,
St. Polten (Am) / SK Rapid Vienna (Am),
Moadon Sport Ashdod / H. Beer Sheva,
Wacker Innsbruck / A. Lustenau,
Kapfenberg / BW Linz,
FAC Wien / Wattens,
Kastrup / AB Copenhagen,
H. Akko / Sakhnin,
Stadl Paura / Florian,
Pasching / Gleisdorf,
Lafnitz / SC Weiz,
Deutschlandsberger / Kalsdorf,
Furth II / Augsburg II,
Osters / GAIS,
El Masry / Zamalek,
Chateauroux / Clermont,
Tours / Niort,
Bourg Peronnas / Reims,
Valenciennes / Sochaux,
Vikingur Reykjavik / Vestmannaeyjar,
Hapoel Haifa / Maccabi Haifa,
Oliveirense / Benfica B,
Bradford / Doncaster,
Mansfield / Rochdale,
Wigan / Blackpool,
Peterborough / Barnet,
Wycombe / Fulham,
Luton / Ipswich,
Aldershot / Torquay,
Barrow / Halifax,
Boreham Wood / Dagenham &amp; Red.,
Dover Ath. / Bromley,
Eastleigh / Sutton,
Ebbsfleet / Maidstone,
Gateshead / Guiseley,
Tranmere / Woking,
Telford / Brackley,
Boston / Alfreton,
Chorley / Salford,
Leamington / Tamworth,
North Ferriby / Harrogate,
Nuneaton / Kidderminster,
Stockport / Curzon,
Concord / Hemel,
Hampton / Oxford City,
St. Albans / Wealdstone,
Welling / Chelmsford,
Whitehawk / East Thurrock,
Real Madrid / Manchester United,
Wisla / Plock,
St Johnstone / Partick,
Hibernian / Ayr,
Celtic / Kilmarnock,
Lens / AC Ajaccio,
Akranes / KR Reykjavik,
Hafnarfjordur / Valur,
Las Palmas (Esp)  / Tenerife (Esp),
Santa Cruz / Criciuma,
Orlando Pride W / Washington Spirit W,
Kechnec / Bardejov,
FK Nove Zamky / Slovan Bratislava,
Jammerbugt / Odder,
Sleipner / Linkoping City,
Husum BK / Bornholm,
Kamenica nad Cirochou / Podbrezova,
Atl. Madrid U20 / Villarreal U20,
Valerenga 2 / Skeid,
Bramming / Agerbaek/Starup,
Atlante / Club Tijuana,
San Juan Jabloteh / Santos DG,
Fortaleza / Quindio,
Orange County SC / Colorado Springs,
Club America / UAEM Potros,
Necaxa / Monarcas,
Alianza FC / Platense,
Ulsan Hyundai / Sangju Sangmu,
Muktijoddha Sangsad / Arambagh,
Chongqing Lifan / Shandong Luneng,
Henan Jianye / Changchun Yatai,
Sibir / Kuban,
Shinnik Yaroslavl / FK Krylya Sovetov Samara,
Ventspils / Spartaks,
Astra / Concordia,
Orenburg / R. Volgograd,
FC Tambov / F. Voronezh,
Tyumen / Luch Energiya,
Akhmat Grozny U21 / Krasnodar U21,
Ural / Zenit Petersburg,
Kraluv Dvur / Mas Taborsko,
Zivanice / Varnsdorf,
Mseno / Jablonec,
Vltavin / Teplice,
Slavicin / Karvina,
Zdirec n. D. / Trinec,
Hulin / Ostrava,
Valasske Mezirici / Lisen,
Kauno Zalgiris / Trakai,
FC Dnipro Cherkasy / Helios,
Sumy / Mykolaiv,
Kremin / Obolon Brovar Kyjev,
MFK Dobris / Liberec,
HIFK / VPS,
PS Kemi / Ilves,
Arsenal Kiev / Volyn Lutsk,
FK Chimki Moskovska oblast / Kursk,
Backa / Napredak,
Desna / Kolos Kovalyovka,
Holstebro / Aarhus Fremad,
Vejlby Risskov / Skive,
Herlufsholm / Koge,
Lillestrom / Tromso,
Haugesund / Molde,
Sarpsborg 08 / Odd,
Spartak Moscow / Arsenal Tula,
APOEL / Apollon,
Rumori Calcio / Kadakas,
BFC Dynamo / Nordhausen,
Zalgiris / Suduva,
GKS Belchatow / Chojniczanka,
Legnica / Sandecja Nowy S.,
Baltika / Yenisey,
Rubin Kazan / Lokomotiv Moscow,
FK Rostov / Dynamo Moscow,
Dalkurd / Frej,
Orgryte / Brommapojkarna,
Falkenbergs / Varnamo,
Fredericia / Esbjerg,
Mjondalen / Brann,
Al Ahly / Smouha,
Heidenheim / Aue,
Fjolnir / KA Akureyri,
Maccabi Petah Tikva / Maccabi Tel Aviv,
Pogon Szczecin / Lech Poznan,
Zaglebie / Jagiellonia,
FC Porto / Estoril,
Cukaricki / Mladost,
Borac / Vojvodina,
Partizan / FK Vozdovac,
Servette Geneve FC / Wil,
Wohlen / Xamax,
Lausanne / Lugano,
St. Gallen / Luzern,
Young Boys / Thun,
Alcorcon (Esp)  / Getafe (Esp),
Garcilaso / Dep. Municipal,
Sheffield Utd / Walsall,
Leeds / Port Vale,
FCSB / Poli Iasi,
Rangers / Dunfermline,
Hamilton / Aberdeen,
AC Milan (Ita)  / Betis (Esp),
Granada CF (Esp)  / Malaga (Esp),
Olafsvik / Grindavik,
Stjarnan / Breidablik,
Benfica / Braga,
AC Lala FC / Monagas,
JBL Zulia / Trujillanos,
Atl. Socopo / Zamora,
U.C.R. / Liberia,
Atl. Nacional / La Equidad,
Ponte Preta / Fluminense,
Nacional Potosi / Real Potosi,
Osasuna (Esp)  / UD Logrones (Esp),
Harrisburg City Islanders / Rochester,
Dynamo Barnaul / Omsk,
Santos U20 / Sevilla U20,
OSC Bremerhaven / Bremer,
Los Andes / Estudiantes Merida,
Falcon / Carabobo,
VfR Neumunster / Flensburg,
NTSV Strand 08 / Holstein Kiel II,
Schilksee / Neumunster,
Municipal / Coban Imperial,
Guastatoya / Marquense,
Ol. Nicosia (Cyp)  / Karmiotissa (Cyp),
Vinogradar (Cro)  / Zapresic (Cro),
Oss (Ned)  / Al Ahli Doha (Qat),
Aris (Cyp)  / Omonia (Cyp),
Leganes B (Esp)  / Rayo Majadahonda (Esp),
FK Slovan Sahy / Borcice,
Veracruz / Club Leon,
Toronto FC 2 / Charlotte Independ.,
Pachuca / Queretaro,
Herediano / Limon,
Juarez / Guadalajara Chivas,
Dynamo Kiev U21 / Zirka Kropyvnytskyi U21,
Tampines / Albirex Niigata,
Liaoning / Guangzhou Evergrande,
Hebei / Shanghai SIPG,
Utenis / Stumbras,
Lahti / Inter Turku,
Rovaniemi / Mariehamn,
Esteghlal Khuzestan / Saipa,
Naft Tehran / Persepolis,
Dila Gori / Saburtalo Tbilisi,
SJK / HJK,
Atlantas / Jonava,
Akhmat Grozny / Krasnodar,
Goteborg / AIK,
Trelleborgs / Degerfors,
Helsingborg / Atvidabergs,
CFR Cluj / Din. Bucuresti,
Radnik / FK Crvena zvezda,
Javor / Sp. Subotica,
Aarau / Schaffhausen,
Vaduz / Winterthur,
Basel / Grasshoppers,
Zurich / Sion,
Pistoiese (Ita)  / Fiorentina (Ita),
Kopavogur / Selfoss,
Guimaraes / Chaves,
Botafogo RJ / Club Nacional,
Harare City / Shabanie,
Siquinala / Comunicaciones,
Petapa / Antigua,
Freamunde (Por)  / Vilaverdense (Por),
Gavorrano (Ita)  / Pianese (Ita),
R. Sociedad B (Esp)  / R. Union (Esp),
Atromitos (Gre)  / Olympiakos Piraeus (Gre),
Zamudio (Esp)  / Ath Bilbao B (Esp),
Aguilas (Esp)  / Almeria (Esp),
Lugo (Esp)  / Mallorca (Esp),
Gimnastic (Esp)  / Zaragoza (Esp),
Folgore Caratese (Ita)  / Novara (Ita),
Valladolid (Esp)  / Rayo Vallecano (Esp),
Murcia (Esp)  / Hercules (Esp),
Landsberg / Wolfratshausen,
Lorca FC (Esp)  / Bani Yas (Uae),
Cartagena (Esp)  / Albacete (Esp),
Bantu Rovers / Black Rhinos,
Chicken Inn / Triangle,
Persepam Madura / Persebaya,
Bialystok U19 / LKS Lodz U19,
Terchova / Presov,
Chlebnice / Trencin,
Namestovo / AFC Nove Mesto,
Roznava / Senica,
Sol / Vysne Opatske,
FK Cana / SK Odeva Lipany,
Skala Stryj / Zhytomyr,
Ternopil / Podillya Khmelnytskyi,
Ahrobiznes Volochysk / Bukovyna,
Atl. Madrid U20 / Morocco U20,
Valencia U20 / Levante U20,
Napoli (Ita)  / Espanyol (Esp),
Yehuda / H. Beer Sheva,
Arabe Unido / Central FC,
Ind. Medellin / Santa Fe,
America De Cali / Dep. Cali,
Alajuelense / Olimpia,
Mitra Kukar / Barito Putera,
Olimpik Donetsk U21 / Ch. Odessa U21,
Ceske Budejovice U19 / Karvina U19,
Redlands / Brisbane City,
Montedio Yamagata / Kanazawa,
Kusatsu / Kamatamare,
Chiba / Renofa Yamaguchi,
Gifu / Okayama,
Ehime / Mito,
Verdy / Kumamoto,
Tokushima / Yokohama,
Oita / Machida,
Logan Lightning / Holland Park Hawks,
Oakleigh Cannons / Pascoe Vale,
Sriwijaya / Semen Padang,
Hougang / NagaWorld,
Global / Boeung Ket,
Fulham U23 / Middlesbrough U23,
Nosta / Kamaz,
Anzhi U21 / Dynamo Moscow U21,
Lokomotiv Tbilisi / Torpedo Kutaisi,
CSKA Moscow U21 / Spartak Moscow U21,
Oleksandriya U21 / Shakhtar Donetsk U21,
Stal Kamianske U21 / Vorskla Poltava U21,
Bunyodkor / Olmaliq,
Dynamo SPB 2 / Pskov 747,
Pyunik Yerevan / Gandzasar,
Aktobe / FC Astana,
LKS Lodz / Kluczbork,
Penza / Kaluga,
Dolgoprudny / Chertanovo M.,
S. Kostroma / Tekstilshtik,
Cherno More / Slavia Sofia,
Isloch Minsk / Gorodeja,
EsPa / SalPa,
TPS / Honka,
OPS / KPV Kokkola,
Wislanie Jaskowice / S. Rzeszow,
Veres Rivne U21 / Zorya U21,
Warta Poznan / ROW Rybnik,
BATE / Brest,
Slavia Prague / Jihlava,
Vitkovice / Znojmo,
Paide / Narva,
Flora / Tulevik,
Infonet Tallinn / Levadia,
Sanat Naft / Padideh Khorasan,
Dyn. Kiev / Zirka Kropyvnytskyi,
A. Lustenau / Kapfenberg,
Hartberg / Liefering,
FAC Wien / Neustadt,
Hvidovre / Naestved,
Radomiak Radom / Rozwoj Katowice,
Nitra / Z. Moravce,
Gleisdorf / Union Gurten,
Florian / Sturm Graz (Am),
SC Weiz / Allerheiligen,
Kalsdorf / Lafnitz,
Parndorf / Amstetten,
Kufstein / Schwaz,
Neftci Baku / Qarabag,
Rijeka / D. Zagreb,
Silkeborg / Helsingor,
Nice / Troyes,
TuS Koblenz / SG Dynamo Dresden,
Ingolstadt II / Buchbach,
Den Haag / Utrecht,
Sandefjord / Sogndal,
Olsztyn / Podbeskidzie,
Malmo FF / Kalmar,
Cadiz CF (Esp)  / Las Palmas (Esp),
Schwechat / FK Austria Vienna (Am),
Horn / Neusiedl,
Wiener Sportklub / Ebreichsdorf,
Drochtersen/Assel / Wolfsburg II,
Traiskirchen / Mannsdorf,
Sunderland U23 / Tottenham U23,
Niort / Auxerre,
Orleans / AC Ajaccio,
Quevilly Rouen / Bourg Peronnas,
Tours / Reims,
Valenciennes / Clermont,
Brest / GFC Ajaccio,
Paris FC / Le Havre,
Avranches / Dunkerque,
Beziers / Concarneau,
Chambly / Les Herbiers,
Consolat / Creteil,
Lyon Duchere / Pau,
Thor Akureyri / IR Reykjavik,
Poli Timisoara / FC Viitorul,
Manchester City U23 / Chelsea U23,
Maribor / Domzale,
Waregem / Club Brugge KV,
Cercle Brugge KSV / St. Gilloise,
Legia / Piast Gliwice,
Rennes / Lyon,
RW Essen / B. Monchengladbach,
Holstein Kiel / Braunschweig,
Waterford / Shelbourne,
Cabinteely / UC Dublin,
Ballymena / Crusaders,
Partick / Celtic,
Basaksehir / Bursaspor,
Bala / Newtown,
Hajduk Split / Belupo,
Shamrock Rovers / Glenville,
Afturelding / Njardvik,
Leiknir / Fylkir,
Keflavik / Throttur,
Grotta / Haukar,
Sporting / Setubal,
Valencia (Esp)  / Atalanta (Ita),
Malaga (Esp)  / Villarreal (Esp),
Diaz / Independiente,
Rubio Nu / Nacional Asuncion,
Vila Nova FC / Boa,
Grossbardorf / Sand,
Reutlingen / Ravensburg,
